journal,idJ,idP,title,idK,keyword
Mechanics of Materials,j208,p382,"Compositional MRI of the Hip: Reproducibility, Effect of Joint Unloading, and Comparison of T2 Relaxometry with Delayed Gadolinium-Enhanced Magnetic Resonance Imaging of Cartilage",k1082,dGEMRIC
Mechanics of Materials,j208,p382,"Compositional MRI of the Hip: Reproducibility, Effect of Joint Unloading, and Comparison of T2 Relaxometry with Delayed Gadolinium-Enhanced Magnetic Resonance Imaging of Cartilage",k1083,hip
Mechanics of Materials,j208,p382,"Compositional MRI of the Hip: Reproducibility, Effect of Joint Unloading, and Comparison of T2 Relaxometry with Delayed Gadolinium-Enhanced Magnetic Resonance Imaging of Cartilage",k1084,T2 mapping
Quality Engineering,j21,p26,Relative multiplicative extended Kalman filter for observable GPS-denied navigation,k107,aerial robotics
Quality Engineering,j21,p26,Relative multiplicative extended Kalman filter for observable GPS-denied navigation,k108,multiplicative extended Kalman filter
Quality Engineering,j21,p26,Relative multiplicative extended Kalman filter for observable GPS-denied navigation,k109,Sensor fusion
Quality Engineering,j21,p26,Relative multiplicative extended Kalman filter for observable GPS-denied navigation,k110,vision-aided inertial navigation
Lowland Technology International,j210,p384,Review of surface water interactions with metal oxide nanoparticles,k1085,calorimetry
Lowland Technology International,j210,p384,Review of surface water interactions with metal oxide nanoparticles,k1086,neutron scattering
Lowland Technology International,j210,p384,Review of surface water interactions with metal oxide nanoparticles,k1087,surface chemistry
ACS Synthetic Biology,j211,p387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,k1089,adhesion
ACS Synthetic Biology,j211,p387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,k1090,conductive inks
ACS Synthetic Biology,j211,p387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,k1091,single lap shear testing
ACS Synthetic Biology,j211,p387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,k1092,surface treatments
ACS Synthetic Biology,j211,p387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,k161,Additive manufacturing
ACS Synthetic Biology,j211,p387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,k570,printed electronics
IEEE Reviews in Biomedical Engineering,j212,p389,Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,k1068,Compressive strength
IEEE Reviews in Biomedical Engineering,j212,p389,Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,k1093,Confinement
IEEE Reviews in Biomedical Engineering,j212,p389,Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,k1094,Mortar
IEEE Reviews in Biomedical Engineering,j212,p389,Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,k1095,Numerical model
IEEE Reviews in Biomedical Engineering,j212,p389,Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,k1096,Stress-strain behaviour
International Journal of Designed Objects,j213,p390,A design approach to fully compliant multistable mechanisms employing a single bistable mechanism,k1097,Fully compliant
International Journal of Designed Objects,j213,p390,A design approach to fully compliant multistable mechanisms employing a single bistable mechanism,k1098,multistable mechanism
International Journal of Designed Objects,j213,p390,A design approach to fully compliant multistable mechanisms employing a single bistable mechanism,k1099,pseudo-rigid-body model
International Journal of Engineering Education,j215,p397,The winds and currents mission concept,k1109,Air-sea interaction
International Journal of Engineering Education,j215,p397,The winds and currents mission concept,k1110,Doppler
International Journal of Engineering Education,j215,p397,The winds and currents mission concept,k1111,Relative vorticity
International Journal of Engineering Education,j215,p397,The winds and currents mission concept,k1112,Scatterometer
International Journal of Engineering Education,j215,p397,The winds and currents mission concept,k1113,Sea ice
International Journal of Engineering Education,j215,p397,The winds and currents mission concept,k1114,Surface currents
International Journal of Engineering Education,j215,p397,The winds and currents mission concept,k1115,Surface winds
Nonlinear Ultrasonic and Vibro-Acoustical Techniques for Nondestructive Evaluation,j216,p402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,k1116,Design reference mission
Nonlinear Ultrasonic and Vibro-Acoustical Techniques for Nondestructive Evaluation,j216,p402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,k1117,Landing sites
Nonlinear Ultrasonic and Vibro-Acoustical Techniques for Nondestructive Evaluation,j216,p402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,k1118,Lunar exploration
Nonlinear Ultrasonic and Vibro-Acoustical Techniques for Nondestructive Evaluation,j216,p402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,k1119,Moon
Nonlinear Ultrasonic and Vibro-Acoustical Techniques for Nondestructive Evaluation,j216,p402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,k1120,Sample return
Nonlinear Ultrasonic and Vibro-Acoustical Techniques for Nondestructive Evaluation,j216,p402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,k1121,South Pole-Aitken basin
"Journal of Mechanical Design, Transactions of the ASME",j22,p27,Municipal wastewater treatment by semi-continuous and membrane algal-bacterial photo-bioreactors,k111,Algal-bacterial culture
"Journal of Mechanical Design, Transactions of the ASME",j22,p27,Municipal wastewater treatment by semi-continuous and membrane algal-bacterial photo-bioreactors,k112,Membrane bioreactor
"Journal of Mechanical Design, Transactions of the ASME",j22,p27,Municipal wastewater treatment by semi-continuous and membrane algal-bacterial photo-bioreactors,k113,Microalgae
"Journal of Mechanical Design, Transactions of the ASME",j22,p27,Municipal wastewater treatment by semi-continuous and membrane algal-bacterial photo-bioreactors,k114,Photo-bioreactor
"Journal of Mechanical Design, Transactions of the ASME",j22,p27,Municipal wastewater treatment by semi-continuous and membrane algal-bacterial photo-bioreactors,k115,Wastewater treatment
Annals of Biomedical Engineering,j220,p410,Influence of microstructure geometry on pool boiling at superhydrophobic surfaces,k1125,Film boiling
Annals of Biomedical Engineering,j220,p410,Influence of microstructure geometry on pool boiling at superhydrophobic surfaces,k1126,Microstructure
Annals of Biomedical Engineering,j220,p410,Influence of microstructure geometry on pool boiling at superhydrophobic surfaces,k1127,Pool boiling
Annals of Biomedical Engineering,j220,p410,Influence of microstructure geometry on pool boiling at superhydrophobic surfaces,k1128,Post patterned
Annals of Biomedical Engineering,j220,p410,Influence of microstructure geometry on pool boiling at superhydrophobic surfaces,k1129,Rib patterned
Annals of Biomedical Engineering,j220,p410,Influence of microstructure geometry on pool boiling at superhydrophobic surfaces,k301,Superhydrophobic surface
IEEE/ACM Transactions on Audio Speech and Language Processing,j221,p411,Feasibility of induced pluripotent stem cell therapies for treatment of type 1 diabetes,k1130,diabetes
IEEE/ACM Transactions on Audio Speech and Language Processing,j221,p411,Feasibility of induced pluripotent stem cell therapies for treatment of type 1 diabetes,k1131,encapsulation
IEEE/ACM Transactions on Audio Speech and Language Processing,j221,p411,Feasibility of induced pluripotent stem cell therapies for treatment of type 1 diabetes,k1132,stem cells
Journal of Sound and Vibration,j222,p443,A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,k277,Compliant mechanisms
Journal of Reinforced Plastics and Composites,j223,p413,Symmetric Equations for Evaluating Maximum Torsion Stress of Rectangular Beams in Compliant Mechanisms,k1133,Compliant mechanism
Journal of Reinforced Plastics and Composites,j223,p413,Symmetric Equations for Evaluating Maximum Torsion Stress of Rectangular Beams in Compliant Mechanisms,k1134,Lamina emergent joint
Journal of Reinforced Plastics and Composites,j223,p413,Symmetric Equations for Evaluating Maximum Torsion Stress of Rectangular Beams in Compliant Mechanisms,k1135,Maximum torsion stress
Journal of Reinforced Plastics and Composites,j223,p413,Symmetric Equations for Evaluating Maximum Torsion Stress of Rectangular Beams in Compliant Mechanisms,k1136,Rectangular beam
Journal of Traffic and Transportation Engineering (English Edition),j226,p416,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,k1051,Active learning
Journal of Traffic and Transportation Engineering (English Edition),j226,p416,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,k1137,Content learning
Journal of Traffic and Transportation Engineering (English Edition),j226,p416,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,k1138,Flipped classroom
Journal of Traffic and Transportation Engineering (English Edition),j226,p416,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,k1139,Undergraduate
Measurement: Journal of the International Measurement Confederation,j228,p418,"The effect of two distinct fast time scales in the rotating, stratified Boussinesq equations: variations from quasi-geostrophy",k1140,Multi-scale asymptotics
Measurement: Journal of the International Measurement Confederation,j228,p418,"The effect of two distinct fast time scales in the rotating, stratified Boussinesq equations: variations from quasi-geostrophy",k1141,Reduced models
Measurement: Journal of the International Measurement Confederation,j228,p418,"The effect of two distinct fast time scales in the rotating, stratified Boussinesq equations: variations from quasi-geostrophy",k1142,Slow manifold
Measurement: Journal of the International Measurement Confederation,j228,p418,"The effect of two distinct fast time scales in the rotating, stratified Boussinesq equations: variations from quasi-geostrophy",k1143,Wave-mean flow interaction
Measurement: Journal of the International Measurement Confederation,j228,p467,One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,k1242,Cylindrical
Measurement: Journal of the International Measurement Confederation,j228,p467,One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,k1243,ODT
Measurement: Journal of the International Measurement Confederation,j228,p467,One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,k1244,One-dimensional turbulence
Measurement: Journal of the International Measurement Confederation,j228,p467,One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,k1245,Turbulence modeling
Journal of Technology Education,j229,p419,A cost-effective approach to realization of the efficient methane chemical-looping combustion by using coal fly ash as a support for oxygen carrier,k1144,Anti-carbon deposition
Journal of Technology Education,j229,p419,A cost-effective approach to realization of the efficient methane chemical-looping combustion by using coal fly ash as a support for oxygen carrier,k1145,Chemical looping combustion
Journal of Technology Education,j229,p419,A cost-effective approach to realization of the efficient methane chemical-looping combustion by using coal fly ash as a support for oxygen carrier,k1146,Copper oxide oxygen carrier
Journal of Technology Education,j229,p419,A cost-effective approach to realization of the efficient methane chemical-looping combustion by using coal fly ash as a support for oxygen carrier,k1147,Fly ash support
International Journal of Industrial Organization,j230,p420,Exploration and evaluation of CAD modeling in virtual reality,k1148,3D printing. rapid prototyping
International Journal of Industrial Organization,j230,p420,Exploration and evaluation of CAD modeling in virtual reality,k1149,modeling
International Journal of Industrial Organization,j230,p420,Exploration and evaluation of CAD modeling in virtual reality,k1150,proof of concept
International Journal of Industrial Organization,j230,p420,Exploration and evaluation of CAD modeling in virtual reality,k1151,user testing
International Journal of Industrial Organization,j230,p420,Exploration and evaluation of CAD modeling in virtual reality,k1152,Virtual reality
International Journal of Industrial Organization,j230,p545,A comparative analysis of computer-aided design team performance with collaboration software,k1419,Collaborative design
International Journal of Industrial Organization,j230,p545,A comparative analysis of computer-aided design team performance with collaboration software,k1420,Group dynamics
International Journal of Industrial Organization,j230,p545,A comparative analysis of computer-aided design team performance with collaboration software,k1421,Multi-user CAD
International Journal of Industrial Organization,j230,p548,Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,k1429,CAD Database
International Journal of Industrial Organization,j230,p548,Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,k1430,Interoperability
International Journal of Industrial Organization,j230,p548,Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,k1431,Multi-User
International Journal of Industrial Organization,j230,p548,Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,k1432,PLM
Journal of Mechanical Science and Technology,j233,p423,Carlitz–Wan conjecture for permutation polynomials and Weill bound for curves over finite fields,k1153,Exceptional polynomial
Journal of Mechanical Science and Technology,j233,p423,Carlitz–Wan conjecture for permutation polynomials and Weill bound for curves over finite fields,k1154,Permutation polynomial
Journal of Mechanical Science and Technology,j233,p423,Carlitz–Wan conjecture for permutation polynomials and Weill bound for curves over finite fields,k1155,Separable polynomial
Journal of Mechanical Science and Technology,j233,p423,Carlitz–Wan conjecture for permutation polynomials and Weill bound for curves over finite fields,k1156,Weil bound
"Journal of Energy Resources Technology, Transactions of the ASME",j234,p424,Error correction in structured optical receivers,k1157,Channel coding
"Journal of Energy Resources Technology, Transactions of the ASME",j234,p424,Error correction in structured optical receivers,k1158,integrated optics
"Journal of Energy Resources Technology, Transactions of the ASME",j234,p424,Error correction in structured optical receivers,k1159,phased arrays
"Journal of Energy Resources Technology, Transactions of the ASME",j234,p424,Error correction in structured optical receivers,k1160,quantum mechanics
Fire Technology,j237,p428,Controlling normal stiffness in droplet-based linear bearings,k1163,Bearing
Fire Technology,j237,p428,Controlling normal stiffness in droplet-based linear bearings,k1164,Capillary
Fire Technology,j237,p428,Controlling normal stiffness in droplet-based linear bearings,k1165,Surface tension
Fire Technology,j237,p481,"3D printed microfluidic features using dose control in X, Y, and Z dimensions",k1283,Particle traps
Fire Technology,j237,p481,"3D printed microfluidic features using dose control in X, Y, and Z dimensions",k206,3D printing
Fire Technology,j237,p428,Controlling normal stiffness in droplet-based linear bearings,k407,Wetting
Fire Technology,j237,p481,"3D printed microfluidic features using dose control in X, Y, and Z dimensions",k989,Microfluidics
Fire Technology,j237,p481,"3D printed microfluidic features using dose control in X, Y, and Z dimensions",k990,Stereolithography
Biomaterials,j238,p430,"Reengineering cell-free protein synthesis as a biosensor: Biosensing with transcription, translation, and protein-folding",k1166,in vitro protein synthesis
Biomaterials,j238,p430,"Reengineering cell-free protein synthesis as a biosensor: Biosensing with transcription, translation, and protein-folding",k1167,Protein biosensor
Biomaterials,j238,p430,"Reengineering cell-free protein synthesis as a biosensor: Biosensing with transcription, translation, and protein-folding",k1168,TX-TL
Biomaterials,j238,p430,"Reengineering cell-free protein synthesis as a biosensor: Biosensing with transcription, translation, and protein-folding",k221,Biosensor
Biomaterials,j238,p430,"Reengineering cell-free protein synthesis as a biosensor: Biosensing with transcription, translation, and protein-folding",k483,Cell-free protein synthesis
Biomaterials,j238,p430,"Reengineering cell-free protein synthesis as a biosensor: Biosensing with transcription, translation, and protein-folding",k484,CFPS
SAE International Journal of Passenger Cars - Mechanical Systems,j239,p431,Performance comparison of low temperature and chemical absorption carbon capture processes in response to dynamic electricity demand and price profiles,k1169,Carbon capture
SAE International Journal of Passenger Cars - Mechanical Systems,j239,p431,Performance comparison of low temperature and chemical absorption carbon capture processes in response to dynamic electricity demand and price profiles,k1170,Chemical absorption
SAE International Journal of Passenger Cars - Mechanical Systems,j239,p431,Performance comparison of low temperature and chemical absorption carbon capture processes in response to dynamic electricity demand and price profiles,k1171,Dynamic inputs
SAE International Journal of Passenger Cars - Mechanical Systems,j239,p431,Performance comparison of low temperature and chemical absorption carbon capture processes in response to dynamic electricity demand and price profiles,k1172,Low temperature carbon capture
SAE International Journal of Passenger Cars - Mechanical Systems,j239,p431,Performance comparison of low temperature and chemical absorption carbon capture processes in response to dynamic electricity demand and price profiles,k1173,Power generation
SAE International Journal of Passenger Cars - Mechanical Systems,j239,p431,Performance comparison of low temperature and chemical absorption carbon capture processes in response to dynamic electricity demand and price profiles,k728,Dynamic optimization
Journal of Biomechanical Engineering,j24,p29,"Social impact in product design, an exploration of current industry practices",k116,Design for humans
Journal of Biomechanical Engineering,j24,p46,"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",k116,Design for humans
Journal of Biomechanical Engineering,j24,p59,A Method for Creating Product Social Impact Models of Engineered Products,k116,Design for humans
Journal of Biomechanical Engineering,j24,p29,"Social impact in product design, an exploration of current industry practices",k117,Design for X
Journal of Biomechanical Engineering,j24,p46,"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",k117,Design for X
Journal of Biomechanical Engineering,j24,p59,A Method for Creating Product Social Impact Models of Engineered Products,k117,Design for X
Journal of Biomechanical Engineering,j24,p29,"Social impact in product design, an exploration of current industry practices",k118,Product development
Journal of Biomechanical Engineering,j24,p46,"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",k118,Product development
Journal of Biomechanical Engineering,j24,p29,"Social impact in product design, an exploration of current industry practices",k119,Sustainable design
Journal of Biomechanical Engineering,j24,p46,"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",k119,Sustainable design
Journal of Biomechanical Engineering,j24,p59,A Method for Creating Product Social Impact Models of Engineered Products,k119,Sustainable design
Journal of Biomechanical Engineering,j24,p29,"Social impact in product design, an exploration of current industry practices",k120,User-centered design
Journal of Biomechanical Engineering,j24,p59,A Method for Creating Product Social Impact Models of Engineered Products,k211,Product design
Journal of Management in Engineering,j241,p433,CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,k1174,Cancer
Journal of Management in Engineering,j241,p433,CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,k1175,Carbon nanotubes
Journal of Management in Engineering,j241,p433,CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,k1176,Chemical vapor deposition
Journal of Management in Engineering,j241,p433,CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,k1177,CIP2A
Journal of Management in Engineering,j241,p433,CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,k1178,Immunosensor
Journal of Management in Engineering,j241,p433,CIP2A immunosensor comprised of vertically-aligned carbon nanotube interdigitated electrodes towards point-of-care oral cancer screening,k1179,Point-of-care diagnostics
International Journal of Precision Engineering and Manufacturing,j243,p438,Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,k1184,Construction education
International Journal of Precision Engineering and Manufacturing,j243,p438,Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,k1185,environmental systems
International Journal of Precision Engineering and Manufacturing,j243,p438,Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,k1186,HVAC
International Journal of Precision Engineering and Manufacturing,j243,p438,Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,k1187,mechanical systems
International Journal of Precision Engineering and Manufacturing,j243,p438,Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education,k1188,student learning outcomes
Superconductor Science and Technology,j246,p441,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,k1189,logistics
Superconductor Science and Technology,j246,p441,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,k1190,military logistics
Superconductor Science and Technology,j246,p441,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,k1191,Operation planning
Superconductor Science and Technology,j246,p441,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,k1192,route modeling
Superconductor Science and Technology,j246,p441,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,k1193,vessel route planning
Structural and Multidisciplinary Optimization,j247,p442,Lead sulfide quantum dots inside ferritin: synthesis and application to photovoltaics,k1194,Ferritin
Structural and Multidisciplinary Optimization,j247,p442,Lead sulfide quantum dots inside ferritin: synthesis and application to photovoltaics,k1195,Lead sulfide
Structural and Multidisciplinary Optimization,j247,p442,Lead sulfide quantum dots inside ferritin: synthesis and application to photovoltaics,k1196,Nanoparticles
Structural and Multidisciplinary Optimization,j247,p442,Lead sulfide quantum dots inside ferritin: synthesis and application to photovoltaics,k1197,Photovoltaics
Structural and Multidisciplinary Optimization,j247,p442,Lead sulfide quantum dots inside ferritin: synthesis and application to photovoltaics,k1198,Quantum dots
Structural and Multidisciplinary Optimization,j247,p442,Lead sulfide quantum dots inside ferritin: synthesis and application to photovoltaics,k1199,Solar cells
IEEE Geoscience and Remote Sensing Letters,j249,p445,Effect of strain path on forming limits and retained austenite transformation in Q&P 1180 steel,k1200,Forming limit
IEEE Geoscience and Remote Sensing Letters,j249,p445,Effect of strain path on forming limits and retained austenite transformation in Q&P 1180 steel,k1201,Q&P steel
IEEE Geoscience and Remote Sensing Letters,j249,p445,Effect of strain path on forming limits and retained austenite transformation in Q&P 1180 steel,k1202,Retained austenite
IEEE Geoscience and Remote Sensing Letters,j249,p445,Effect of strain path on forming limits and retained austenite transformation in Q&P 1180 steel,k1203,Strain path
Noise Control Engineering Journal,j25,p30,An iterative pose estimation algorithm based on epipolar geometry with application to multi-target tracking,k104,pose estimation
Noise Control Engineering Journal,j25,p30,An iterative pose estimation algorithm based on epipolar geometry with application to multi-target tracking,k121,Aerial robotics
Noise Control Engineering Journal,j25,p30,An iterative pose estimation algorithm based on epipolar geometry with application to multi-target tracking,k122,epipolar geometry
Noise Control Engineering Journal,j25,p30,An iterative pose estimation algorithm based on epipolar geometry with application to multi-target tracking,k123,multi-target tracking
Noise Control Engineering Journal,j25,p30,An iterative pose estimation algorithm based on epipolar geometry with application to multi-target tracking,k124,unmanned aircraft systems
Noise Control Engineering Journal,j25,p30,An iterative pose estimation algorithm based on epipolar geometry with application to multi-target tracking,k125,vision-based flight
Journal of Tissue Engineering,j250,p446,Deployable lenticular stiffeners for origami-inspired mechanisms,k1204,Compliant stiffener
Journal of Tissue Engineering,j250,p446,Deployable lenticular stiffeners for origami-inspired mechanisms,k1205,finite element models
Journal of Tissue Engineering,j250,p446,Deployable lenticular stiffeners for origami-inspired mechanisms,k1206,large deflection
Journal of Tissue Engineering,j250,p446,Deployable lenticular stiffeners for origami-inspired mechanisms,k1207,lenticular stiffener
Journal of Tissue Engineering,j250,p446,Deployable lenticular stiffeners for origami-inspired mechanisms,k1208,non-linear elasticity
Journal of Tissue Engineering,j250,p446,Deployable lenticular stiffeners for origami-inspired mechanisms,k538,origami
SpringerBriefs in Applied Sciences and Technology,j251,p447,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering,k1209,Attitude
SpringerBriefs in Applied Sciences and Technology,j251,p447,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering,k1210,Engineering
SpringerBriefs in Applied Sciences and Technology,j251,p447,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering,k1211,Interest
SpringerBriefs in Applied Sciences and Technology,j251,p447,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering,k1212,Literacy
SpringerBriefs in Applied Sciences and Technology,j251,p447,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering,k1213,Reading
SpringerBriefs in Applied Sciences and Technology,j251,p447,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering,k1214,STEM
SpringerBriefs in Applied Sciences and Technology,j251,p447,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering,k1215,Technology
Energy,j252,p448,Total hemispherical apparent radiative properties of the infinite V-groove with specular reflection,k1216,Angular surfaces
Energy,j252,p448,Total hemispherical apparent radiative properties of the infinite V-groove with specular reflection,k1217,Cavity effect
Energy,j252,p448,Total hemispherical apparent radiative properties of the infinite V-groove with specular reflection,k1218,Specular reflection
Energy,j252,p448,Total hemispherical apparent radiative properties of the infinite V-groove with specular reflection,k1219,V-groove
Energy,j252,p448,Total hemispherical apparent radiative properties of the infinite V-groove with specular reflection,k1220,Variable emissivity surface
Polyploidy and Hybridization for Crop Improvement,j253,p449,Synthesis of high-specific volume carbon nanotube structures for gas-phase applications,k1175,Carbon nanotubes
Polyploidy and Hybridization for Crop Improvement,j253,p449,Synthesis of high-specific volume carbon nanotube structures for gas-phase applications,k1176,Chemical vapor deposition
Polyploidy and Hybridization for Crop Improvement,j253,p449,Synthesis of high-specific volume carbon nanotube structures for gas-phase applications,k1221,Alumina nanoparticles
Polyploidy and Hybridization for Crop Improvement,j253,p449,Synthesis of high-specific volume carbon nanotube structures for gas-phase applications,k1222,Ferrocene
Polyploidy and Hybridization for Crop Improvement,j253,p449,Synthesis of high-specific volume carbon nanotube structures for gas-phase applications,k75,Catalysis
Journal of Power Sources,j254,p450,Natural frequencies of piled raft foundation including superstructure effect,k1223,Natural radial frequency
Journal of Power Sources,j254,p450,Natural frequencies of piled raft foundation including superstructure effect,k1224,Pile
Journal of Power Sources,j254,p450,Natural frequencies of piled raft foundation including superstructure effect,k1225,Raft
Journal of Power Sources,j254,p450,Natural frequencies of piled raft foundation including superstructure effect,k1226,Superstructure
Journal of Power Sources,j254,p450,Natural frequencies of piled raft foundation including superstructure effect,k740,Earthquakes
Journal of Power Sources,j254,p450,Natural frequencies of piled raft foundation including superstructure effect,k863,Stiffness
Nanophotonics,j255,p451,Biomechanical modeling of prosthetic mesh and human tissue surrogate interaction,k1227,Hernia
Nanophotonics,j255,p451,Biomechanical modeling of prosthetic mesh and human tissue surrogate interaction,k1228,Pelvic organ prolapse
Nanophotonics,j255,p451,Biomechanical modeling of prosthetic mesh and human tissue surrogate interaction,k1229,Prolene®
Nanophotonics,j255,p451,Biomechanical modeling of prosthetic mesh and human tissue surrogate interaction,k1230,Prosthetic mesh
Nanophotonics,j255,p451,Biomechanical modeling of prosthetic mesh and human tissue surrogate interaction,k722,Finite element
CAD Computer Aided Design,j256,p459,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,k1008,Biophotonics
CAD Computer Aided Design,j256,p459,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,k1158,integrated optics
CAD Computer Aided Design,j256,p459,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,k1234,dielectric waveguides
CAD Computer Aided Design,j256,p459,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,k1235,fluorescence spectroscopy
CAD Computer Aided Design,j256,p459,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,k1236,multimode interference waveguides
CAD Computer Aided Design,j256,p459,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,k1237,multiplexing
CAD Computer Aided Design,j256,p459,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,k35,biosensors
Innovations in Dryland Agriculture,j258,p468,Developable compliant-aided rolling-contact mechanisms,k1246,Compliant
Innovations in Dryland Agriculture,j258,p468,Developable compliant-aided rolling-contact mechanisms,k1247,Curvature
Innovations in Dryland Agriculture,j258,p468,Developable compliant-aided rolling-contact mechanisms,k1248,Developable
Innovations in Dryland Agriculture,j258,p468,Developable compliant-aided rolling-contact mechanisms,k1249,Joint
Innovations in Dryland Agriculture,j258,p468,Developable compliant-aided rolling-contact mechanisms,k1250,Rolling contact
Innovations in Dryland Agriculture,j258,p468,Developable compliant-aided rolling-contact mechanisms,k1251,Ruled surface
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k126,Electromagnetic sensors
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k127,In vivo measurements
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k128,Inverse kinematics
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k129,ISB
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k130,Landmark
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k131,Postural
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k132,Sensor-to-body
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k133,Sensor-to-segment
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k134,Upper limb
Mechanism and Machine Theory,j26,p31,Tracking joint angles during whole-arm movements using electromagnetic sensors,k135,Whole arm
"IET Generation, Transmission and Distribution",j28,p33,Developable mechanisms on right conical surfaces,k136,Compact mechanism
"IET Generation, Transmission and Distribution",j28,p33,Developable mechanisms on right conical surfaces,k137,Conical surface
"IET Generation, Transmission and Distribution",j28,p33,Developable mechanisms on right conical surfaces,k138,Developable mechanism
